candidato_apellido,candidato_nombre,candidato_partido,pregunta_orden,pregunta_texto_ref,valor,justificacion,fuente_url
Kaiser Barents-von Hohenhagen,Johannes,Nacional Libertario,16,El proximo gobierno debe destinar recursos adicionales de CO,1,[INFERIDO POR CANDIDATO: Johannes Kaiser Barents-von Hohenhagen] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Johannes_Kaiser
Kaiser Barents-von Hohenhagen,Johannes,Nacional Libertario,17,El proximo gobierno debe establecer una pension de invalidez,1,[INFERIDO POR CANDIDATO: Johannes Kaiser Barents-von Hohenhagen] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Johannes_Kaiser
Mayne-Nicholls Secul,Harold,Independiente,1,El proximo gobierno debe impulsar una reforma tributaria que,3,[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,2,Chile debe migrar hacia un sistema previsional con mayor com,4,"[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Base perfil=3, candidato=4 (RUIDO +1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,4,Se debe implementar por ley la jornada laboral de 40 horas s,3,[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,5,Se debe eliminar totalmente el copago en las prestaciones de,3,[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,6,La gratuidad en educacion superior debe extenderse al 100% d,1,"[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Base perfil=2, candidato=1 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,7,Chile debe adelantar el cierre de todas las centrales termoe,4,"[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Base perfil=3, candidato=4 (RUIDO +1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,8,Se debe prohibir la operacion de salmoneras dentro de Areas ,3,[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,9,Se debe desplegar Fuerzas Armadas de forma permanente en la ,3,"[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Base perfil=4, candidato=3 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,10,Chile debe construir carceles de maxima seguridad exclusivas,4,[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,11,El proximo gobierno debe convocar a un nuevo proceso constit,2,[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,12,Chile debe retirarse del Tratado Integral y Progresista de A,1,"[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Base perfil=2, candidato=1 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,13,Chile debe reconocer formalmente al Estado de Palestina en l,3,[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,14,Se debe eliminar el Senado y avanzar hacia un Congreso unica,1,"[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Base perfil=2, candidato=1 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,15,El presidente debe impulsar como prioridad legislativa el pr,3,[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,16,El proximo gobierno debe destinar recursos adicionales de CO,4,"[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Base perfil=3, candidato=4 (RUIDO +1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Mayne-Nicholls Secul,Harold,Independiente,17,El proximo gobierno debe establecer una pension de invalidez,5,"[INFERIDO POR CANDIDATO: Harold Mayne-Nicholls Secul] Base perfil=4, candidato=5 (RUIDO +1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Harold_Mayne-Nicholls
Enriquez-Ominami Gumucio,Marco,Partido Progresista,1,El proximo gobierno debe impulsar una reforma tributaria que,3,"[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Base perfil=4, candidato=3 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,2,Chile debe migrar hacia un sistema previsional con mayor com,2,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,3,El royalty minero al cobre debe aumentarse para financiar sa,4,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,4,Se debe implementar por ley la jornada laboral de 40 horas s,4,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,5,Se debe eliminar totalmente el copago en las prestaciones de,5,"[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Base perfil=4, candidato=5 (RUIDO +1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,6,La gratuidad en educacion superior debe extenderse al 100% d,4,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,7,Chile debe adelantar el cierre de todas las centrales termoe,4,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,8,Se debe prohibir la operacion de salmoneras dentro de Areas ,4,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,9,Se debe desplegar Fuerzas Armadas de forma permanente en la ,2,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,10,Chile debe construir carceles de maxima seguridad exclusivas,3,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,11,El proximo gobierno debe convocar a un nuevo proceso constit,5,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,13,Chile debe reconocer formalmente al Estado de Palestina en l,5,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,14,Se debe eliminar el Senado y avanzar hacia un Congreso unica,3,"[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Base perfil=4, candidato=3 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,15,El presidente debe impulsar como prioridad legislativa el pr,5,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,16,El proximo gobierno debe destinar recursos adicionales de CO,5,[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Enriquez-Ominami Gumucio,Marco,Partido Progresista,17,El proximo gobierno debe establecer una pension de invalidez,4,"[INFERIDO POR CANDIDATO: Marco Enriquez-Ominami Gumucio] Base perfil=5, candidato=4 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Marco_Enr%C3%ADquez-Ominami
Artes Brichetti,Eduardo,Union Patriotica,1,El proximo gobierno debe impulsar una reforma tributaria que,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,2,Chile debe migrar hacia un sistema previsional con mayor com,1,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,3,El royalty minero al cobre debe aumentarse para financiar sa,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,4,Se debe implementar por ley la jornada laboral de 40 horas s,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,5,Se debe eliminar totalmente el copago en las prestaciones de,4,"[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Base perfil=5, candidato=4 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,6,La gratuidad en educacion superior debe extenderse al 100% d,4,"[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Base perfil=5, candidato=4 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,7,Chile debe adelantar el cierre de todas las centrales termoe,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,8,Se debe prohibir la operacion de salmoneras dentro de Areas ,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,9,Se debe desplegar Fuerzas Armadas de forma permanente en la ,1,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,10,Chile debe construir carceles de maxima seguridad exclusivas,2,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,11,El proximo gobierno debe convocar a un nuevo proceso constit,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,12,Chile debe retirarse del Tratado Integral y Progresista de A,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,13,Chile debe reconocer formalmente al Estado de Palestina en l,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,14,Se debe eliminar el Senado y avanzar hacia un Congreso unica,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,16,El proximo gobierno debe destinar recursos adicionales de CO,5,[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Postura tomada del perfil publico del candidato sin desviacion. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
Artes Brichetti,Eduardo,Union Patriotica,17,El proximo gobierno debe establecer una pension de invalidez,4,"[INFERIDO POR CANDIDATO: Eduardo Artes Brichetti] Base perfil=5, candidato=4 (RUIDO -1 deterministico). Refleja incertidumbre no verificada. Data sintetica. NO es declaracion personal citada. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Eduardo_Art%C3%A9s
