candidato_apellido,candidato_nombre,candidato_partido,pregunta_orden,pregunta_texto_ref,valor,justificacion,fuente_url
Kliebs Yañez,Ronald,Socialista de Chile,7,El Senado debe aprobar el reconocimiento formal del Estado d,3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Kliebs Yañez,Ronald,Socialista de Chile,8,Chile debe mantenerse dentro del Tratado Interamericano de A,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Kliebs Yañez,Ronald,Socialista de Chile,9,El Senado debe aprobar la reforma previsional aumentando el ,5,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Kliebs Yañez,Ronald,Socialista de Chile,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Kliebs Yañez,Ronald,Socialista de Chile,11,"El Senado debe aprobar el fin del sistema de isapres, migran",5,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=5 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Kliebs Yañez,Ronald,Socialista de Chile,13,El Senado debe declarar por ley las zonas de sacrificio como,5,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=5 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Kliebs Yañez,Ronald,Socialista de Chile,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Kliebs Yañez,Ronald,Socialista de Chile,15,El Senado debe incluir escanos reservados permanentes para r,5,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=5 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,1,"El Senado debe mantenerse como camara revisora del Congreso,",5,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=5 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,2,El Senado debe endurecer el proceso de aprobacion de nombram,3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,3,El Senado debe aprobar por ley una limitacion a dos periodos,3,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,4,Chile debe restaurar el quorum de dos tercios para reformas ,3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,6,El Senado debe promover el retiro de Chile del Tratado Integ,4,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=3, candidato=4 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,7,El Senado debe aprobar el reconocimiento formal del Estado d,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,8,Chile debe mantenerse dentro del Tratado Interamericano de A,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,9,El Senado debe aprobar la reforma previsional aumentando el ,4,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=5, candidato=4 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,13,El Senado debe declarar por ley las zonas de sacrificio como,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,1,[INFERIDO POR PARTIDO: Comunista de Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Gonzalez Soto,Sixto,Comunista de Chile,15,El Senado debe incluir escanos reservados permanentes para r,5,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=5 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,1,"El Senado debe mantenerse como camara revisora del Congreso,",3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,2,El Senado debe endurecer el proceso de aprobacion de nombram,5,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=5 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,3,El Senado debe aprobar por ley una limitacion a dos periodos,4,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=3, candidato=4 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,4,Chile debe restaurar el quorum de dos tercios para reformas ,1,[INFERIDO POR PARTIDO: Frente Amplio] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,1,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=2, candidato=1 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,6,El Senado debe promover el retiro de Chile del Tratado Integ,3,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,8,Chile debe mantenerse dentro del Tratado Interamericano de A,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,9,El Senado debe aprobar la reforma previsional aumentando el ,5,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,11,"El Senado debe aprobar el fin del sistema de isapres, migran",4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,13,El Senado debe declarar por ley las zonas de sacrificio como,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Sanchez Muñoz,Beatriz,Frente Amplio,15,El Senado debe incluir escanos reservados permanentes para r,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,1,"El Senado debe mantenerse como camara revisora del Congreso,",5,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=5 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,2,El Senado debe endurecer el proceso de aprobacion de nombram,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,3,El Senado debe aprobar por ley una limitacion a dos periodos,4,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=3, candidato=4 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,4,Chile debe restaurar el quorum de dos tercios para reformas ,3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,6,El Senado debe promover el retiro de Chile del Tratado Integ,2,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=3, candidato=2 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,7,El Senado debe aprobar el reconocimiento formal del Estado d,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,8,Chile debe mantenerse dentro del Tratado Interamericano de A,1,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=2, candidato=1 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,9,El Senado debe aprobar la reforma previsional aumentando el ,5,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,11,"El Senado debe aprobar el fin del sistema de isapres, migran",4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,12,El Senado debe aprobar el proyecto de eutanasia activa volun,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,13,El Senado debe declarar por ley las zonas de sacrificio como,5,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=5 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Epuin Brevis,Cristian,Radical de Chile,15,El Senado debe incluir escanos reservados permanentes para r,5,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=5 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,1,"El Senado debe mantenerse como camara revisora del Congreso,",3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,2,El Senado debe endurecer el proceso de aprobacion de nombram,3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,3,El Senado debe aprobar por ley una limitacion a dos periodos,3,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,4,Chile debe restaurar el quorum de dos tercios para reformas ,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,7,El Senado debe aprobar el reconocimiento formal del Estado d,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,8,Chile debe mantenerse dentro del Tratado Interamericano de A,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,9,El Senado debe aprobar la reforma previsional aumentando el ,5,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,11,"El Senado debe aprobar el fin del sistema de isapres, migran",3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,12,El Senado debe aprobar el proyecto de eutanasia activa volun,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,13,El Senado debe declarar por ley las zonas de sacrificio como,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Valencia Becerra,Monica Alicia,Independiente Liberal de Chile,15,El Senado debe incluir escanos reservados permanentes para r,3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,1,"El Senado debe mantenerse como camara revisora del Congreso,",3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,2,El Senado debe endurecer el proceso de aprobacion de nombram,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,3,El Senado debe aprobar por ley una limitacion a dos periodos,4,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=3, candidato=4 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,4,Chile debe restaurar el quorum de dos tercios para reformas ,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,6,El Senado debe promover el retiro de Chile del Tratado Integ,2,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=3, candidato=2 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,7,El Senado debe aprobar el reconocimiento formal del Estado d,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,8,Chile debe mantenerse dentro del Tratado Interamericano de A,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,9,El Senado debe aprobar la reforma previsional aumentando el ,4,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=5, candidato=4 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,11,"El Senado debe aprobar el fin del sistema de isapres, migran",3,"[INFERIDO POR LISTA: C. Unidad por Chile] Base coalicion=4, candidato=3 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,12,El Senado debe aprobar el proyecto de eutanasia activa volun,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Aguilar Ortiz,Jazmin,Radical de Chile,15,El Senado debe incluir escanos reservados permanentes para r,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Lizama Soto,Ricardo,Por La Democracia,1,"El Senado debe mantenerse como camara revisora del Congreso,",4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Lizama Soto,Ricardo,Por La Democracia,2,El Senado debe endurecer el proceso de aprobacion de nombram,4,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Lizama Soto,Ricardo,Por La Democracia,3,El Senado debe aprobar por ley una limitacion a dos periodos,3,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
Lizama Soto,Ricardo,Por La Democracia,4,Chile debe restaurar el quorum de dos tercios para reformas ,2,[INFERIDO POR LISTA: C. Unidad por Chile] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Unidad_por_Chile
